City, Country,AQI_PM2_5,PM2_5,PM10,wind_speed,Soiling_Rate,lat,lng
Ostrava, CZ,60.40161725067385,16.3,21.254988913525494,60.81818181818182,0.039,49.84079361,18.29088402
Ottawa, CA,27.3099730458221,6.4,0.0,0.0,0.008,45.4204216,-75.69242859
Oulu, FI,20.0,4.8,0.0,0.0,0.003,65.01265717,25.47138596
Oviedo, ES,39.2,9.3,20.123809523809523,40.40952380952381,0.017,43.3602829,-5.84479189
Pachuca de Soto, MX,46.36206896551724,11.0,0.0,0.0,0.022,20.12650299,-98.73034668
Palma, ES,43.27222222222223,10.3,16.810623556581987,41.83451536643026,0.02,39.56945038,2.64994597
Paris, FR,43.77628032345014,10.3,0.0,0.0,0.02,48.85689545,2.35084891
Parma, IT,59.07297297297297,15.9,0.0,0.0,0.037,44.80781937,10.32962704
Patna, IN,144.80769230769232,52.9,107.31531531531532,151.97747747747746,0.152,25.54798698,85.07231903
Perpignan, FR,33.02832861189802,7.9,0.0,0.0,0.013,42.7015152,2.89411998
Perth, AU,6.734285714285714,1.4,6.316901408450704,6.769953051643192,0.0,-31.95183945,115.85870361
Peshawar, PK,144.9140401146132,52.9,0.0,0.0,0.152,34.00696182,71.53305817
Petaẖ Tiqwa, IL,69.4776119402985,20.6,70.28643216080403,68.27491408934708,0.052,32.08987,34.88045
Philadelphia, US,31.398921832884096,7.4,0.0,31.61640798226164,0.011,39.95106125,-75.1656189
Phoenix, US,29.16711590296496,6.9,19.638580931263856,28.507760532150776,0.009,33.44820404,-112.07258606
Pilsen, CZ,43.460916442048514,10.3,16.0509977827051,43.94456762749446,0.02,49.74684525,13.37698936
Plymouth, GB,33.38274932614555,7.9,0.0,0.0,0.013,50.3703804,-4.14265299
Pohang, KR,55.41239892183288,14.0,29.660753880266075,57.54545454545455,0.031,36.03073883,129.37342834
Pokhara, NP,111.77564102564102,39.5,46.28865979381443,112.65463917525771,0.111,28.21223068,83.98734283
Port Elizabeth, ZA,33.833333333333336,7.9,0.0,0.0,0.013,-33.96076202,25.62063789
Portland, US,25.90026954177897,6.0,0.0,25.15742793791574,0.007,45.51601791,-122.681427
Potsdam, DE,38.70619946091645,9.1,0.0,0.0,0.016,52.39614487,13.05853844
Poznań, PL,47.350710900473935,11.2,20.848552338530062,47.350710900473935,0.023,52.40018845,16.92755127
Prague, CZ,45.45822102425876,10.8,17.312638580931264,44.91352549889135,0.022,50.08781052,14.42045975
Prato, IT,53.12021857923497,13.0,0.0,0.0,0.028,43.87960815,11.09624863
Preston, GB,33.14016172506739,7.9,0.0,0.0,0.013,53.75772858,-2.70343995
Pretoria, ZA,69.69459459459459,20.6,0.0,0.0,0.052,-25.74601936,28.18712044
Pristina, XK,76.02702702702703,23.9,0.0,0.0,0.062,42.66543579,21.16532326
Providence, US,22.07547169811321,5.2,0.0,22.17294900221729,0.004,41.82446289,-71.41275024
Puebla, MX,64.11620795107034,18.2,0.0,0.0,0.045,19.03300095,-98.18299866
Puerto Montt, CL,52.65229110512129,12.5,24.533980582524272,46.69844789356984,0.027,-41.47179794,-72.93959045
Pécs, HU,43.7438596491228,10.3,0.0,0.0,0.02,46.07130051,18.23313713
Qingdao, CN,72.35405405405406,22.0,0.0,0.0,0.056,36.06811142,120.38226318
Qinhuangdao, CN,74.5822102425876,23.0,0.0,0.0,0.059,39.88712311,119.52008057
Qiqihar, CN,59.649595687331534,15.9,0.0,0.0,0.037,47.35430908,123.91796112
Qom, IR,72.53205128205128,22.0,0.0,0.0,0.056,34.64462662,50.87475204
Queens, US,28.932614555256063,6.7,0.0,29.716186252771617,0.009,40.75977707,-73.81729889
Quilpué, CL,51.81132075471698,12.1,35.60532150776053,52.44789356984479,0.026,-33.04981232,-71.44152832
Quito, EC,52.1219512195122,12.5,0.0,0.0,0.027,-0.220164,-78.5123291
Québec, CA,26.69272237196765,6.2,0.0,0.0,0.007,53.00482941,-70.77841187
Raleigh, US,31.532608695652176,7.4,13.38963963963964,31.004464285714285,0.011,35.78130341,-78.64167786
Rancagua, CL,66.95417789757413,19.2,38.31485587583148,65.2350332594235,0.048,-34.17024994,-70.74074554
Rayong, TH,60.299191374663074,16.3,0.0,0.0,0.039,12.68172073,101.25603485
Reading, GB,27.179063360881543,6.4,0.0,0.0,0.008,51.45503998,-0.96908802
Rennes, FR,35.16172506738545,8.4,0.0,0.0,0.014,48.11178207,-1.680264
Reykjavík, IS,14.067385444743936,3.3,0.0,0.0,0.0,64.14720917,-21.94239998
Richards Bay, ZA,9.476190476190476,2.1,0.0,0.0,0.0,-28.75058556,32.04932022
Richmond, US,31.660377358490567,7.4,12.847352024922118,31.239467849223946,0.011,37.54076004,-77.43392944
Rijeka, HR,36.935483870967744,8.6,12.221729490022174,37.76323119777159,0.015,45.32691193,14.44099617
Rome, IT,48.14594594594595,11.5,0.0,0.0,0.024,41.89055634,12.49426746
Rotterdam, NL,38.3611859838275,9.1,0.0,0.0,0.016,51.9229126,4.47058487
Rouen, FR,40.578947368421055,9.6,0.0,0.0,0.018,49.44239807,1.09846401
Sacramento, US,31.070080862533693,7.4,16.704545454545453,30.03333333333333,0.011,38.57693481,-121.49494934
Saint Paul, US,27.48247978436658,6.4,14.113082039911308,29.38137472283814,0.008,44.94371796,-93.09428406
Saint-Denis, RE,21.829201101928376,5.0,10.77927927927928,21.952595936794584,0.004,-20.88297653,55.45001602
Saint-Étienne, FR,33.67574931880109,7.9,0.0,0.0,0.013,46.62480927,2.45837402
Saitama, JP,36.02425876010782,8.6,0.0,0.0,0.015,35.86177444,139.64562988
Salamanca, ES,33.17027027027027,7.9,18.217777777777776,32.41555555555556,0.013,40.96496582,-5.66309214
Salem, US,25.013477088948783,6.0,0.0,24.789356984478932,0.007,44.93901443,-123.03930664
Salt Lake City, US,28.787061994609164,6.7,15.553333333333333,28.674057649667407,0.009,40.75847626,-111.88814545
Salzburg, AT,36.09973045822103,8.6,0.0,0.0,0.015,47.80049896,13.04440975
Samsun, TR,65.43126684636118,18.7,33.95343680709534,67.55654101995566,0.046,38.98909378,35.43323517
Samut Prakan, TH,80.70350404312669,25.8,0.0,0.0,0.068,13.59946442,100.59695435
San Antonio, US,36.13477088948787,8.6,0.0,35.57871396895787,0.015,29.4251709,-98.49461365
San Diego, US,40.3688524590164,9.6,18.632558139534883,38.914414414414416,0.018,32.71575928,-117.16381836
San Francisco, US,30.245283018867923,7.2,1.0,29.22888888888889,0.01,37.78007889,-122.42015839
San Jose, US,31.42587601078167,7.4,1.0,29.91111111111111,0.011,37.33479309,-121.88814545
San José, CR,28.498507462686568,6.7,0.0,0.0,0.009,9.93313408,-84.07978058
San Juan, PR,32.26714801444043,7.6,0.0,0.0,0.012,18.46630287,-66.10523224
San Salvador, SV,74.50948509485094,23.0,0.0,0.0,0.059,13.69841003,-89.19235229
Sanandaj, IR,41.66942148760331,9.8,0.0,0.0,0.018,35.312603,46.99786377
Santa Cruz de Tenerife, ES,37.3054054054054,8.8,24.175555555555555,36.9,0.015,28.46979904,-16.25483513
Santiago, CL,70.6765498652291,21.1,50.46341463414634,68.47450110864744,0.054,-33.43777466,-70.65045166
Sapporo, JP,27.82210242587601,6.4,0.0,0.0,0.008,43.03434753,141.35879517
Sarajevo, BA,78.53908355795149,24.9,0.0,0.0,0.065,43.85818481,18.41234207
Seattle, US,31.477088948787063,7.4,0.0,30.889135254988915,0.011,47.60322952,-122.33027649
Sejong, KR,66.90566037735849,19.2,34.91574279379157,70.58980044345898,0.048,36.50605011,127.25171661
Sendai, JP,27.549865229110512,6.4,0.0,0.0,0.008,38.25196838,140.88621521
Seongnam-si, KR,58.56603773584906,15.4,32.031042128603104,63.85587583148559,0.036,37.44055557,127.13583374
Seoul, KR,59.89487870619946,15.9,32.41685144124168,64.21951219512195,0.037,37.55271149,126.99595642
Sevilla, ES,43.58108108108108,10.3,24.841517857142858,43.41517857142857,0.02,37.38264084,-5.99629498
Shanghai, CN,74.86253369272237,23.0,0.0,0.0,0.059,31.23036957,121.47370148
Shantou, CN,57.20754716981132,14.9,0.0,0.0,0.034,23.35435104,116.68193817
Sheffield, GB,34.64150943396226,8.1,0.0,0.0,0.013,53.38305664,-1.46479499
Shenyang, CN,84.99460916442048,27.7,0.0,0.0,0.074,41.67725372,123.46437836
Shenzhen, CN,55.85175202156334,14.0,0.0,0.0,0.031,22.54368019,114.0579071
Shijiazhuang, CN,106.1967654986523,37.5,0.0,0.0,0.104,38.04232025,114.51477814
Shillong, IN,87.00828729281768,29.2,0.0,0.0,0.079,25.57948875,91.89372253
Shiraz, IR,83.25795053003533,27.3,0.0,0.0,0.073,29.60602188,52.53780365
Shiyan, CN,90.3288409703504,30.6,0.0,0.0,0.083,32.62888718,110.79902649
Shizuoka, JP,29.172506738544477,6.9,0.0,0.0,0.009,34.98583603,138.38539124
Singapore, SG,39.681940700808624,9.3,0.0,0.0,0.017,1.28943598,103.84998322
Sivas, TR,49.97574123989218,11.7,43.35254988913525,51.45232815964523,0.024,39.75097656,37.01525497
Skopje, MK,70.23224043715847,21.1,33.662921348314605,75.27927927927928,0.054,41.99401093,21.43592072
Southend-on-Sea, GB,36.99730458221024,8.6,0.0,0.0,0.015,51.5404129,0.71175599
Springfield, US,33.99460916442049,7.9,0.0,33.713968957871394,0.013,39.79935837,-89.64362335
Staten Island, US,30.080862533692724,7.2,0.0,30.26829268292683,0.01,40.64349747,-74.07620239
Stavanger, NO,26.38918918918919,6.2,0.0,0.0,0.007,58.96442795,5.72624779
Stockholm, SE,20.3739837398374,4.8,0.0,0.0,0.003,59.33278656,18.06448746
Stuttgart, DE,39.698113207547166,9.3,0.0,0.0,0.017,48.77710724,9.18076897
Suncheon, KR,45.41509433962264,10.8,22.9179600886918,47.17516629711752,0.022,34.94483185,127.49372101
Surrey, CA,28.12727272727273,6.7,0.0,0.0,0.009,49.10460281,-122.82350922
Suwon, KR,65.74123989218329,18.7,34.12638580931264,70.04212860310422,0.046,37.25973511,127.00894928
Suzhou, CN,82.11320754716981,26.8,0.0,0.0,0.071,31.29903984,120.58530426
Swansea, GB,34.96765498652291,8.1,0.0,0.0,0.013,51.62158203,-3.94336891
Sydney, AU,16.121293800539082,3.8,12.186666666666667,16.419068736141906,-0.0,-33.87319946,151.20959473
Szczecin, PL,55.59183673469388,14.0,17.353932584269664,52.36516853932584,0.031,53.41689301,14.53232861
Szeged, HU,54.58369098712446,13.5,0.0,0.0,0.03,46.25361633,20.14613533
São José dos Campos, BR,37.82747603833866,8.8,0.0,0.0,0.015,-23.18603897,-45.8866806
São Paulo, BR,48.57142857142857,11.5,0.0,0.0,0.024,-23.53396988,-46.6288681
Tabriz, IR,70.15950920245399,21.1,0.0,0.0,0.054,38.0739975,46.29619598
Taichung, TW,48.74123989218329,11.5,26.88691796008869,52.01330376940133,0.024,24.16348839,120.64673615
Tainan, TW,59.22102425876011,15.9,34.39467849223947,63.34589800443459,0.037,22.99162102,120.18503571
Taipei, TW,40.67924528301887,9.6,21.412416851441243,42.72505543237251,0.018,25.03841209,121.56370544
Taitung City, TW,22.87870619946092,5.2,12.937915742793791,23.70509977827051,0.004,22.75469398,121.146698
Taiyuan, CN,105.80862533692722,37.1,0.0,0.0,0.103,37.87052155,112.54872131
Takamatsu, JP,35.68733153638814,8.4,0.0,0.0,0.014,34.34473801,134.04478455
Talca, CL,50.722371967654986,12.0,27.662971175166295,49.931263858093125,0.025,-35.42653275,-71.66603088
Tallahassee, US,34.8733153638814,8.1,16.61123595505618,35.12416851441242,0.013,30.44074059,-84.27832794
Tallinn, EE,19.16711590296496,4.5,0.0,0.0,0.002,59.44268799,24.75319672
Tampere, FI,17.828729281767956,4.0,0.0,0.0,0.0,61.4974823,23.75724602
Taoyuan City, TW,41.31266846361186,9.8,26.454545454545453,43.99556541019955,0.018,24.99289894,121.30096436
Tarnów, PL,57.24932249322493,14.9,20.028953229398663,58.02227171492205,0.034,50.01572418,20.98659706
Tashkent, UZ,96.50813008130082,33.4,0.0,0.0,0.092,41.31233597,69.27870941
Tbilisi, GE,58.25067385444744,15.4,0.0,0.0,0.036,41.72249985,44.79249954
Tehran, IR,104.55963302752292,36.7,0.0,0.0,0.102,35.68925095,51.38959885
Tel Aviv, IL,64.61369863013698,18.2,40.09907834101382,64.31306306306307,0.045,32.08530045,34.78180695
Temuco, CL,55.105121293800536,14.0,22.339246119733925,49.22838137472284,0.031,-38.73625946,-72.59054565
Tepic, MX,42.36,10.0,0.0,0.0,0.019,21.50741386,-104.89379883
Ternopil, UA,19.133105802047783,4.5,8.542662116040956,19.133105802047783,0.002,49.56063461,25.59867287
The Bronx, US,25.01685393258427,6.0,0.0,26.334862385321102,0.007,40.8261528,-73.9202652
The Hague, NL,36.36388140161725,8.6,0.0,0.0,0.015,52.08019638,4.31013298
Thessaloníki, GR,53.99512195121951,13.0,23.75862068965517,53.95038167938932,0.028,40.64028168,22.93471909
Thiruvananthapuram, IN,71.3076923076923,21.6,40.62162162162162,78.38288288288288,0.055,8.53037357,76.9295578
Thrissur, IN,90.77197802197804,30.6,51.91891891891892,96.86711711711712,0.083,10.52390385,76.21225739
Tianjin, CN,88.75202156334232,29.6,0.0,0.0,0.08,39.29473495,117.33511353
Tokyo, JP,35.684636118598384,8.4,0.0,0.0,0.014,35.68992615,139.6917572
Toluca, MX,80.84468664850137,25.8,0.0,0.0,0.068,19.29211617,-99.65578461
Tomsk, RU,72.94117647058823,22.0,24.647058823529413,72.94117647058823,0.056,56.48840332,84.94683075
Toronto, CA,26.380053908355794,6.2,0.0,0.0,0.007,43.65189362,-79.38171387
Toulon, FR,30.572602739726022,7.2,0.0,0.0,0.01,43.12519073,5.93103886
Toulouse, FR,39.28032345013477,9.3,0.0,0.0,0.017,43.6039505,1.44450903
Tours, FR,35.77358490566038,8.4,0.0,0.0,0.014,47.39029312,0.688851
Toyama, JP,32.539083557951486,7.6,0.0,0.0,0.012,36.69999313,137.23001099
Trabzon, TR,70.00859598853869,21.1,32.47450110864745,73.08391608391608,0.054,41.00207138,39.71921539
Trieste, IT,43.65800865800866,10.3,0.0,0.0,0.02,45.65359879,13.77851582
Trondheim, NO,20.09264305177112,4.8,0.0,0.0,0.003,63.4345665,10.39843941
Tucson, US,22.288409703504044,5.2,17.363636363636363,21.88691796008869,0.004,32.22187805,-110.97122192
Turin, IT,57.30711610486891,14.9,0.0,0.0,0.034,45.06837463,7.68306589
Turku, FI,17.201117318435752,4.0,0.0,0.0,0.0,60.45145798,22.26883125
Tuzla, BA,76.63172804532577,23.9,0.0,0.0,0.062,44.53803635,18.67217636
Ulan Bator, MN,68.85420054200542,20.1,0.0,0.0,0.05,47.92286682,106.92326355
Ulsan, KR,53.12398921832884,13.0,26.470066518847005,55.74057649667406,0.028,35.54867554,129.31500244
Uppsala, SE,16.688346883468835,3.8,0.0,0.0,-0.0,59.85813141,17.6446209
Utrecht, NL,43.25876010781671,10.3,0.0,0.0,0.02,52.09168243,5.12036324
Utsunomiya, JP,35.86033519553072,8.4,0.0,0.0,0.014,36.54997635,139.87001038
Valencia, ES,37.85326086956522,8.8,13.638248847926269,38.4,0.015,39.47023773,-0.37680501
Valladolid, ES,43.06353591160221,10.3,14.701793721973097,42.55503512880562,0.02,41.65294266,-4.72838402
Valparaíso, CL,48.703504043126685,11.5,28.54035874439462,48.93569844789357,0.024,-33.04584503,-71.61967468
Vancouver, CA,18.557065217391305,4.3,0.0,0.0,0.001,49.26356506,-123.13857269
Vantaa, FI,23.116343490304708,5.5,0.0,0.0,0.005,60.29441071,25.04006767
Vereeniging, ZA,63.01081081081081,17.8,0.0,0.0,0.043,-26.67301369,27.92876434
Victoria, CA,24.13821138211382,5.7,0.0,0.0,0.006,48.42750168,-123.36725616
Vienna, AT,37.8167115902965,8.8,0.0,0.0,0.015,48.2084465,16.37789536
Vientiane, LA,72.30716723549489,22.0,0.0,0.0,0.056,17.9621582,102.6116333
Visakhapatnam, IN,109.5828729281768,38.7,78.96127562642369,116.93650793650794,0.108,17.73463249,83.2729187
Wakayama, JP,36.5633423180593,8.6,0.0,0.0,0.015,34.22311783,135.16770935
Warsaw, PL,49.9159891598916,11.7,20.378619153674837,51.76169265033408,0.024,52.23497772,21.00849152
Washington D.C., US,29.474393530997304,6.9,12.585443037974684,29.33037694013304,0.009,38.89206314,-77.01991272
Wellington, NZ,22.95945945945946,5.2,0.0,0.0,0.004,-41.25659943,174.75013733
Wiesbaden, DE,34.84905660377358,8.1,0.0,0.0,0.013,50.08405685,8.23980045
Willemstad, CW,33.03225806451613,7.9,0.0,0.0,0.013,12.10666943,-68.93512726
Winnipeg, CA,24.05,5.7,0.0,0.0,0.006,49.90049744,-97.13931274
Wollongong, AU,15.619946091644206,3.6,13.344444444444443,16.106666666666666,0.0,-34.42710114,150.89320374
Worcester, ZA,27.637735849056604,6.4,0.0,0.0,0.008,-33.6450386,19.44374847
Wrocław, PL,58.50948509485095,15.4,21.115812917594656,59.30066815144766,0.036,51.11054993,17.02555847
Wuxi, CN,81.07277628032345,26.3,0.0,0.0,0.07,31.49130249,120.31233978
Xiamen, CN,57.15094339622642,14.9,0.0,0.0,0.034,24.47950935,118.08947754
Xining, CN,83.50404312668464,27.3,0.0,0.0,0.073,36.61708832,101.77806091
Xinxiang, CN,111.4690026954178,39.5,0.0,0.0,0.111,35.30323029,113.92675018
Xi’an, CN,113.6576819407008,40.3,0.0,0.0,0.113,34.34209061,108.93976593
Xuchang, CN,111.1132075471698,39.5,0.0,0.0,0.111,34.03723907,113.85216522
Yangon, MM,60.108823529411765,16.3,0.0,71.29950495049505,0.039,16.86223793,96.12097931
Yeosu, KR,50.39083557951483,12.0,24.07982261640798,52.67849223946785,0.025,34.7382431,127.74147034
Yinchuan, CN,90.09164420485176,30.6,0.0,0.0,0.083,38.48728943,106.23084259
Yokohama, JP,32.301886792452834,7.6,0.0,0.0,0.012,35.46009445,139.57756042
Yunfu, CN,67.2021563342318,19.7,0.0,0.0,0.049,22.9149704,112.04466248
Zagreb, HR,66.82997118155619,19.2,20.18552036199095,69.25355450236967,0.048,45.76078415,16.06326866
Zanjān, IR,65.21824104234528,18.7,0.0,0.0,0.046,36.6699791,48.48593903
Zaragoza, ES,31.057142857142857,7.4,18.239910313901344,31.032608695652176,0.011,41.65683746,-0.87942499
Zenica, BA,59.322884012539184,15.9,0.0,0.0,0.037,44.19868469,17.91249657
Zhengzhou, CN,106.4690026954178,37.5,0.0,0.0,0.104,34.74718857,113.62535095
Zhuzhou, CN,95.53369272237197,33.0,0.0,0.0,0.09,27.82766914,113.13395691
Zürich, CH,2.0876712328767124,0.4,0.0,0.0,0.0,47.36700058,8.55000019
Ürümqi, CN,97.47708894878706,33.9,0.0,0.0,0.093,43.50907898,87.46435547
İzmir, TR,76.55795148247978,23.9,37.50554323725056,78.54323725055433,0.062,38.41872406,27.12960052
İzmit, TR,64.03504043126685,18.2,35.16407982261641,64.98891352549889,0.045,40.76556015,29.94055939
Łódź, PL,46.97832817337461,11.0,23.902004454342983,49.84119106699752,0.022,51.75905228,19.45860291
Ōita, JP,39.38814016172507,9.3,0.0,0.0,0.017,33.24322891,131.59790039
Ḩawallī, KW,122.53468208092484,44.0,92.91071428571428,118.8009592326139,0.124,29.33664703,48.01917267
