"City, Country",AQI_PM2_5,PM2_5,PM10,wind_speed,humidity,precipitation,Soiling_Rate,lat,lng
"Bologna, IT",49.810810810810814,0.0,0.0,0.0,0.0,0.0,0.024,44.49419022,11.34651947
"Bordeaux, FR",35.30958904109589,0.0,0.0,0.0,0.0,0.0,0.014,44.83499527,-0.575495
"Boston, US",28.29380053908356,28.164383561643834,19.384615384615383,4.109315068493151,69.7358904109589,0.0,0.009,42.35899353,-71.0586319
"Bratislava, SK",44.9245283018868,44.6958904109589,16.55068493150685,2.372307692307692,63.28958904109589,0.0,0.021,48.14640045,17.10687828
"Breda, NL",39.91891891891892,40.17032967032967,19.07945205479452,3.906301369863014,76.55698630136985,0.0,0.017,51.58931732,4.7744751
"Brescia, IT",59.78048780487805,0.0,0.0,0.0,0.0,0.0,0.037,45.53983688,10.22295666
"Brisbane, AU",21.56639566395664,21.60606060606061,12.683195592286502,1.6460055096418733,70.27561643835617,2.968461538461539,0.004,-27.46777916,153.02610779
"Bristol, GB",39.51219512195122,39.69972451790633,16.683195592286502,2.584931506849315,80.39342465753424,0.0,0.017,51.45531464,-2.59190202
"Brno, CZ",49.27493261455525,0.0,0.0,0.0,0.0,0.0,0.024,49.19205093,16.6131916
"Brooklyn, US",29.242587601078167,28.964383561643835,0.0,3.3273972602739725,63.09808219178081,0.0,0.009,40.69252777,-73.99099731
"Brussels, BE",38.56230031948882,0.0,0.0,0.0,0.0,0.0,0.016,50.84553528,4.35570192
"Bucharest, RO",50.82479784366577,0.0,0.0,0.0,0.0,0.0,0.025,44.44131851,26.08756256
"Budapest, HU",43.2852233676976,42.88111888111888,16.79020979020979,2.9378839590443686,60.59180887372014,39.24324324324325,0.02,47.48395157,19.10762405
"Buenos Aires, AR",38.88817891373802,0.0,0.0,0.0,0.0,0.0,0.016,-34.60756683,-58.43708801
"Burgos, ES",24.0,0.0,0.0,0.0,0.0,0.0,0.006,42.34089279,-3.69976211
"Bursa, TR",81.57681940700809,0.0,0.0,0.0,0.0,0.0,0.07,40.18578339,29.05666161
"Busan, KR",53.22641509433962,0.0,0.0,0.0,0.0,0.0,0.028,35.09700012,129.00810242
"Bydgoszcz, PL",44.450819672131146,0.0,0.0,0.0,0.0,0.0,0.021,53.12112808,17.99296761
"Caen, FR",31.56786703601108,0.0,0.0,0.0,0.0,0.0,0.011,49.18466187,-0.360264
"Calama, CL",26.504043126684635,0.0,0.0,0.0,0.0,0.0,0.007,-22.4623909,-68.92721558
"Calgary, CA",24.18598382749326,24.2054794520548,0.0,2.58027397260274,59.15506849315068,0.0,0.006,51.04730606,-114.05796814
"Canberra, AU",20.973045822102424,21.063013698630137,6.652054794520548,3.2353424657534244,75.90767123287672,15.550467289719627,0.003,-35.29843903,149.13453674
"Cape Town, ZA",41.308457711442784,0.0,0.0,0.0,0.0,0.0,0.018,-33.92710876,18.42006111
"Cardiff, GB",40.73315363881402,40.90684931506849,14.484931506849316,2.273150684931507,78.20246575342466,0.0,0.018,51.48130798,-3.18049788
"Castelló de la Plana, ES",20.07356948228883,0.0,0.0,0.0,0.0,0.0,0.003,39.98603821,-0.03607
"Chandigarh, IN",130.25,0.0,0.0,0.0,0.0,0.0,0.134,30.73335075,76.77903748
"Changchun, CN",76.02156334231806,0.0,0.0,0.0,0.0,0.0,0.062,43.81665802,125.32362366
"Changsha, CN",99.08086253369272,0.0,0.0,0.0,0.0,0.0,0.096,28.22805977,112.93891907
"Changwon, KR",51.13477088948787,0.0,0.0,0.0,0.0,0.0,0.026,35.27082825,128.66305542
"Changzhou, CN",90.15363881401618,0.0,0.0,0.0,0.0,0.0,0.083,31.81062126,119.97442627
"Charleroi, BE",30.246794871794872,0.0,0.0,0.0,0.0,0.0,0.01,50.41146088,4.44424009
"Charlotte, US",32.73854447439353,32.78904109589041,11.984177215189874,1.9728767123287672,69.57917808219179,0.0,0.012,35.2237854,-80.84114075
"Chengdu, CN",102.71159029649596,0.0,0.0,0.0,0.0,0.0,0.099,30.5722599,104.06651306
"Chennai, IN",83.3288409703504,0.0,0.0,0.0,0.0,0.0,0.073,13.06695557,80.16930389
"Cheongju-si, KR",64.83288409703503,0.0,0.0,0.0,0.0,0.0,0.045,36.63299942,127.48300171
"Chiang Mai, TH",70.71590296495957,0.0,0.0,0.0,0.0,0.0,0.054,18.78965569,98.98439789
"Chiba, JP",33.857142857142854,33.84931506849315,11.572602739726028,2.3893150684931506,68.32849315068493,53.384974093264255,0.013,35.58037567,140.11346436
"Chicago, US",33.17250673854448,32.92876712328767,16.03835616438356,3.504657534246575,69.38328767123288,0.0036363636363636,0.013,41.8832283,-87.63240051
"Chillán, CL",49.16711590296496,0.0,0.0,0.0,0.0,0.0,0.024,-36.60666275,-72.10331726
"Chon Buri, TH",59.064690026954175,0.0,0.0,0.0,0.0,0.0,0.037,13.19523335,101.20563507
"Chongqing, CN",89.42857142857143,0.0,0.0,0.0,0.0,0.0,0.081,29.56274986,106.55180359
"Christchurch, NZ",24.51212938005391,0.0,0.0,0.0,0.0,0.0,0.006,-43.51400757,172.59701538
"Chuncheon, KR",53.24258760107816,0.0,0.0,0.0,0.0,0.0,0.028,37.86963272,127.73867798
"Clermont-Ferrand, FR",35.98365122615804,0.0,0.0,0.0,0.0,0.0,0.014,45.77720642,3.0825181
"Colombo, LK",67.45514950166113,0.0,0.0,0.0,0.0,0.0,0.049,6.93874693,79.85411072
"Columbus, US",31.65498652291105,31.58082191780822,0.0,4.15123287671233,64.9068493150685,0.0,0.011,39.96276093,-82.99629211
"Conakry, GN",122.33333333333331,0.0,0.0,0.0,0.0,0.0,0.124,9.51706028,-13.69984341
"Concepción, CL",46.46630727762803,0.0,0.0,0.0,0.0,0.0,0.022,-36.82707977,-73.05023956
"Copenhagen, DK",32.45892351274787,32.19308357348703,20.310249307479225,3.955238095238095,74.26112759643917,0.0,0.012,55.67575836,12.56902313
"Coventry, GB",32.25876010781671,32.42465753424658,12.47945205479452,1.849444444444444,76.50383561643837,0.0,0.012,52.40631485,-1.50851703
"Cuernavaca, MX",64.32520325203252,0.0,0.0,0.0,0.0,0.0,0.045,18.89122772,-99.2234726
"Córdoba, ES",49.78125,0.0,0.0,0.0,0.0,0.0,0.024,37.88472366,-4.77912712
"Daegu, KR",55.76549865229111,0.0,0.0,0.0,0.0,0.0,0.031,35.86873627,128.60502625
"Daejeon, KR",57.08625336927224,0.0,0.0,0.0,0.0,0.0,0.034,36.33010101,127.42246246
"Dallas, US",31.73566878980892,31.503246753246756,19.437869822485208,6.226027397260274,55.12410958904108,0.0195121951219512,0.011,32.77797699,-96.79621124
"Dammam, SA",205.5,0.0,0.0,0.0,0.0,0.0,0.467,26.43927765,50.09445953
"Darmstadt, DE",33.283018867924525,0.0,0.0,0.0,0.0,0.0,0.013,49.87237167,8.6509819
"Darwin, AU",30.3489010989011,30.575418994413408,13.29050279329609,3.0348901098901093,73.94835164835165,329.1724489795918,0.01,-12.46083355,130.84443665
"Delhi, IN",156.29649595687331,0.0,0.0,0.0,0.0,0.0,0.19,28.64339066,77.11547852
"Denizli, TR",63.24342105263158,0.0,0.0,0.0,0.0,0.0,0.043,37.77868652,29.06165695
"Denver, US",25.733153638814017,25.775342465753425,17.66849315068493,3.732328767123288,46.37150684931508,0.0,0.007,39.73845291,-104.98485565
"Detroit, US",39.39457831325301,39.32326283987916,17.17948717948718,3.0290322580645164,72.37302052785924,0.0,0.017,42.33293915,-83.0478363
"Dhaka, BD",161.61559888579387,0.0,0.0,0.0,0.0,0.0,0.22,23.70730591,90.41548157
"Dijon, FR",30.38186813186813,0.0,0.0,0.0,0.0,0.0,0.01,47.32721329,5.04404116
"Dnipro, UA",31.598639455782312,0.0,0.0,0.0,0.0,0.0,0.011,48.47329712,35.00191498
"Dongguan, CN",64.1644204851752,0.0,0.0,0.0,0.0,0.0,0.045,23.02066994,113.75179291
"Donostia / San Sebastián, ES",33.71159029649596,0.0,0.0,0.0,0.0,0.0,0.013,43.32090378,-1.984514
"Dordrecht, NL",40.83923705722071,40.97783933518006,16.465753424657535,4.383013698630137,79.48849315068493,0.0,0.018,51.81155014,4.66636086
"Douliu, TW",55.8167115902965,0.0,0.0,0.0,0.0,0.0,0.031,23.69922447,120.5260849
"Dresden, DE",38.84699453551912,0.0,0.0,0.0,0.0,0.0,0.016,51.05099106,13.73363304
"Dubai, AE",164.94428152492668,0.0,0.0,0.0,0.0,0.0,0.238,24.93719292,55.37487793
"Dublin, IE",27.48816568047337,0.0,0.0,0.0,0.0,0.0,0.008,53.34409714,-6.2674861
"Durban, ZA",54.77707006369427,0.0,0.0,0.0,0.0,0.0,0.03,-29.88188934,30.98084259
"Dushanbe, TJ",105.36543909348444,0.0,0.0,0.0,0.0,0.0,0.103,38.57627106,68.78635406
"Düsseldorf, DE",38.49722222222222,0.0,0.0,0.0,0.0,0.0,0.016,51.22495651,6.77567816
"East London, ZA",101.92682926829268,0.0,0.0,0.0,0.0,0.0,0.098,-33.01343918,27.90420151
"Edinburgh, GB",20.40431266846361,20.46027397260274,8.827397260273973,3.760821917808219,80.27616438356164,0.0,0.003,55.95019531,-3.18756294
"Edmonton, CA",27.90566037735849,27.6,0.0,3.32027397260274,70.62739726027397,0.0,0.008,53.54445267,-113.49091339
"Eindhoven, NL",50.349726775956285,50.53611111111111,17.90958904109589,3.416164383561644,72.24821917808218,0.0,0.025,51.43659592,5.47800207
"El Paso, US",27.787061994609164,27.80821917808219,24.063013698630137,2.963561643835617,36.58410958904109,0.0,0.008,31.76010704,-106.49229431
"Erzurum, TR",70.83695652173913,0.0,0.0,0.0,0.0,0.0,0.054,39.90149689,41.26454926
"Eskişehir, TR",49.57790368271954,0.0,0.0,0.0,0.0,0.0,0.024,39.77077484,30.51798058
"Florence, IT",45.7967032967033,0.0,0.0,0.0,0.0,0.0,0.022,43.76869583,11.2569294
"Fort Worth, US",30.870619946091644,30.81917808219178,0.0,6.634615384615385,55.82328767123288,0.0324999999999999,0.01,32.74990463,-97.33033752
"Foshan, CN",65.42318059299191,0.0,0.0,0.0,0.0,0.0,0.046,23.02185059,113.12191772
"Freiburg, DE",31.671159029649598,0.0,0.0,0.0,0.0,0.0,0.011,47.99718475,7.85376692
"Fresno, US",40.71159029649596,41.04931506849315,33.47397260273973,2.014794520547945,53.84191780821918,0.0,0.018,36.73165512,-119.78585815
"Fukuoka, JP",41.490566037735846,41.46027397260274,13.986301369863014,2.393972602739726,69.20328767123287,69.50540540540541,0.018,33.59696198,130.4080658
"Funchal, PT",21.0,20.94943820224719,16.325842696629213,2.43321554770318,82.09068493150686,0.0,0.004,32.64753723,-16.90501595
"Fushun, CN",87.99730458221025,0.0,0.0,0.0,0.0,0.0,0.079,41.88107681,123.9570694
"Fuzhou, CN",60.6711590296496,0.0,0.0,0.0,0.0,0.0,0.039,26.07423019,119.29686737
"Gandhinagar, IN",106.11263736263736,0.0,0.0,0.0,0.0,0.0,0.104,23.22334671,72.64770508
"Gasteiz / Vitoria, ES",38.493261455525605,0.0,0.0,0.0,0.0,0.0,0.016,42.84685898,-2.67158604
"Gdańsk, PL",48.285714285714285,0.0,0.0,0.0,0.0,0.0,0.024,54.35603333,18.64612007
"Gent, BE",41.967845659163984,0.0,0.0,0.0,0.0,0.0,0.018,51.05381775,3.72227192
"Ghāziābād, IN",143.51373626373626,0.0,0.0,0.0,0.0,0.0,0.151,28.66908073,77.43041229
"Gifu-shi, JP",33.97289972899729,34.14876033057851,10.050704225352112,2.819178082191781,69.05589041095891,58.70311111111111,0.013,35.4230957,136.76275635
"Glasgow, GB",22.21024258760108,22.216438356164385,9.43013698630137,3.985753424657534,83.69013698630137,0.0,0.004,55.86568451,-4.25713778
"Granada, ES",48.58108108108108,0.0,0.0,0.0,0.0,0.0,0.024,37.17648315,-3.59793711
"Graz, AT",36.35175879396985,0.0,0.0,0.0,0.0,0.0,0.015,47.06954956,15.43818283
"Grenoble, FR",41.1008174386921,0.0,0.0,0.0,0.0,0.0,0.018,45.19425583,5.73166895
"Groningen, NL",33.57681940700809,33.62191780821918,17.92876712328767,2.220821917808219,78.39808219178082,0.0,0.013,53.21446991,6.56648111
"Guadalajara, MX",69.55270655270655,0.0,0.0,0.0,0.0,0.0,0.052,20.6751709,-103.34732819
"Guangzhou, CN",67.48247978436657,0.0,0.0,0.0,0.0,0.0,0.049,23.12907982,113.26435852
"Guatemala City, GT",47.45059288537549,0.0,0.0,0.0,0.0,0.0,0.023,14.64198017,-90.513237
"Guiyang, CN",61.84366576819407,0.0,0.0,0.0,0.0,0.0,0.04,26.64759064,106.63018799
"Gwangju, KR",56.00269541778976,0.0,0.0,0.0,0.0,0.0,0.033,35.16243744,126.91033936
"Győr, HU",45.30689655172414,45.059649122807016,19.78472222222222,2.2034129692832765,63.44300341296929,50.46896551724138,0.022,47.68405151,17.63510132
"Göteborg, SE",24.429752066115704,0.0,0.0,0.0,0.0,0.0,0.006,57.70887,11.97456
"Haarlem, NL",39.81940700808625,39.84931506849315,17.167123287671235,2.504120879120879,75.21808219178082,0.0,0.017,52.37949371,4.6377182
"Haifa, IL",58.45205479452055,0.0,0.0,0.0,0.0,0.0,0.036,32.81912231,34.99838638
"Haikou, CN",48.14824797843666,0.0,0.0,0.0,0.0,0.0,0.024,20.04470062,110.19998169
"Haiphong, VN",16.26341463414634,0.0,0.0,0.0,0.0,0.0,-0.0,20.8647213,106.68383026
"Halifax, CA",19.450134770889488,19.51232876712329,0.0,3.850958904109589,83.20328767123287,0.0,0.002,44.64624405,-63.57356644
"Hamburg, DE",39.97837837837838,0.0,0.0,0.0,0.0,0.0,0.017,53.55725479,9.99596596
"Hamilton, CA",29.514824797843666,29.39452054794521,0.0,2.4287671232876717,73.26109589041096,0.0,0.009,39.73892975,-122.01522827
"Hangzhou, CN",84.55256064690028,0.0,0.0,0.0,0.0,0.0,0.074,30.24592018,120.21079254
"Hanoi, VN",79.90835579514825,0.0,0.0,0.0,0.0,0.0,0.067,20.99848557,105.7004776
"Harbin, CN",82.87870619946092,0.0,0.0,0.0,0.0,0.0,0.071,45.80335999,126.53513336
"Hartford, US",28.80323450134771,28.6027397260274,12.46027397260274,3.251232876712329,61.84821917808219,0.0,0.009,41.76577377,-72.6733551
"Hefei, CN",88.38005390835579,0.0,0.0,0.0,0.0,0.0,0.08,31.82052612,117.22711182
"Hegang, CN",55.59299191374663,0.0,0.0,0.0,0.0,0.0,0.031,47.35012054,130.29801941
"Helsinki, FI",21.92265193370166,21.778089887640448,10.15819209039548,3.149019607843138,83.26722222222223,0.0,0.004,60.16980743,24.93812752
"Hiroshima, JP",38.04043126684636,38.16986301369863,12.797260273972602,1.995890410958904,62.14082191780823,69.71675126903554,0.016,34.38978195,132.44096375
"Ho Chi Minh City, VN",70.13725490196079,0.0,0.0,0.0,0.0,0.0,0.054,10.77653027,106.70097351
"Hobart, AU",10.819407008086252,10.86027397260274,5.23013698630137,1.9298630136986297,76.11068493150685,35.317266187050365,0.0,-42.88000107,147.32000732
"Hohhot, CN",70.21832884097034,0.0,0.0,0.0,0.0,0.0,0.054,40.84262085,111.74868011
"Hong Kong, HK",51.78167115902965,0.0,0.0,0.0,0.0,0.0,0.026,22.27533913,114.16545868
"Honolulu, US",16.669398907103826,16.508333333333333,10.941176470588236,1.5714285714285714,67.98131868131868,0.0,-0.0,21.30991936,-157.8581543
"Houston, US",39.23180592991914,38.84109589041096,0.0,5.197534246575343,69.58767123287672,0.0229885057471264,0.017,29.76080322,-95.36950684
"Hsinchu, TW",41.31266846361186,0.0,0.0,0.0,0.0,0.0,0.018,24.80726814,120.96849823
"Huelva, ES",35.945945945945944,0.0,0.0,0.0,0.0,0.0,0.014,37.25714493,-6.94953823
"Huế, VN",16.428571428571427,0.0,0.0,0.0,0.0,0.0,-0.0,16.47150612,107.56671143
"Hyderabad, IN",109.66847826086956,0.0,0.0,0.0,0.0,0.0,0.108,17.36599922,78.47599792
"Hāpur, IN",135.49725274725276,0.0,0.0,0.0,0.0,0.0,0.141,28.74046898,77.77690125
"Incheon, KR",62.460916442048514,0.0,0.0,0.0,0.0,0.0,0.042,37.47809219,126.64028931
"Indianapolis, US",38.68258426966292,38.53714285714285,19.781437125748504,1.7435028248587572,71.93898305084747,0.0,0.016,39.76845169,-86.15621185
"Isfahan, IR",96.63106796116504,0.0,0.0,0.0,0.0,0.0,0.092,32.70920563,51.64126587
"Islamabad, PK",109.63478260869566,0.0,0.0,0.0,0.0,0.0,0.108,33.72000122,73.05999756
"Istanbul, TR",62.94054054054054,0.0,0.0,0.0,0.0,0.0,0.042,41.01300049,28.96380043
"Ivano-Frankivsk, UA",20.303571428571427,0.0,0.0,0.0,0.0,0.0,0.003,48.92277908,24.71055984
"Jackson, US",35.42048517520216,35.33698630136986,16.12054794520548,2.852876712328767,76.12657534246576,0.0,0.014,32.30289841,-90.18348694
"Jacksonville, US",34.63072776280323,34.52054794520548,17.306849315068494,1.4750684931506848,80.6868493150685,0.0,0.013,30.32596779,-81.65676117
"Jaipur, IN",124.98076923076924,0.0,0.0,0.0,0.0,0.0,0.127,26.92103958,75.7943573
"Jakarta, ID",91.58490566037736,91.75890410958904,39.90526315789474,2.037575757575758,75.72912087912088,0.0,0.085,-6.20823908,106.83882141
"Jeju City, KR",50.41509433962264,0.0,0.0,0.0,0.0,0.0,0.025,33.51013565,126.52193451
"Jeonju, KR",60.57412398921833,0.0,0.0,0.0,0.0,0.0,0.039,35.81700134,127.15000153
"Jerusalem, IL",55.38082191780822,0.0,0.0,0.0,0.0,0.0,0.031,31.77882385,35.22576141
"Jieyang, CN",70.26684636118598,0.0,0.0,0.0,0.0,0.0,0.054,23.54978943,116.37281036
"Jinan, CN",93.50943396226415,0.0,0.0,0.0,0.0,0.0,0.087,36.65184021,117.12008667
"Johannesburg, ZA",72.93243243243244,0.0,0.0,0.0,0.0,0.0,0.056,-26.20145226,28.04548836
"Kagoshima, JP",38.13550135501355,38.22038567493113,14.43526170798898,3.1049315068493155,73.09671232876713,59.203433476394856,0.016,31.5859642,130.56106567
"Kampala, UG",120.83382789317508,0.0,0.0,0.0,0.0,0.0,0.122,0.31771401,32.58135223
"Kanazawa, JP",28.702247191011235,28.85754985754986,9.73150684931507,3.41013698630137,73.23287671232876,43.09324894514767,0.009,36.56000137,136.64001465
"Kaohsiung, TW",62.83018867924528,0.0,0.0,0.0,0.0,0.0,0.042,22.62054825,120.31204987
"Karachi, PK",108.92628205128206,0.0,0.0,0.0,0.0,0.0,0.107,24.87193871,66.98806
"Karaj, IR",101.43558282208588,0.0,0.0,0.0,0.0,0.0,0.098,35.82249069,50.99046707
"Karlsruhe, DE",37.700808625336926,0.0,0.0,0.0,0.0,0.0,0.015,49.00808334,8.40375614
"Kassel, DE",35.78436657681941,0.0,0.0,0.0,0.0,0.0,0.014,51.31842422,9.49322701
"Kathmandu, NP",104.25876010781673,103.53424657534246,39.86222222222222,1.2613698630136985,79.1145205479452,0.0,0.102,27.71201706,85.31295013
"Katowice, PL",65.74489795918367,0.0,0.0,0.0,0.0,0.0,0.046,50.25860596,19.02042007
"Kaunas, LT",40.506802721088434,0.0,0.0,0.0,0.0,0.0,0.018,54.89687347,23.89242554
"Kayseri, TR",57.722371967654986,0.0,0.0,0.0,0.0,0.0,0.034,38.72278976,35.48904037
"Kecskemét, HU",47.528301886792455,47.26996197718631,18.30902777777778,3.18566552901024,61.89556313993175,61.92622950819673,0.023,46.90643692,19.68972206
"Keelung, TW",33.15363881401617,0.0,0.0,0.0,0.0,0.0,0.013,25.13170242,121.74451447
"Kerman, IR",75.29136690647482,0.0,0.0,0.0,0.0,0.0,0.061,30.29240799,57.06456375
"Kermanshah, IR",64.55555555555556,0.0,0.0,0.0,0.0,0.0,0.045,34.32394028,47.07358932
"Khorramabad, IR",73.82594936708861,0.0,0.0,0.0,0.0,0.0,0.058,33.48421097,48.35382843
"Khorramshahr, IR",114.95,0.0,0.0,0.0,0.0,0.0,0.114,30.43330956,48.17798615
"Kitchener, CA",28.90566037735849,28.734246575342464,0.0,3.4865753424657533,71.90904109589042,0.0,0.009,43.44978714,-80.48908997
"Klerksdorp, ZA",22.952380952380956,0.0,0.0,0.0,0.0,0.0,0.004,-26.87049103,26.66446495
"Kobe, JP",37.44173441734417,37.44903581267218,11.8732782369146,1.9,66.84876712328767,66.5058536585366,0.015,34.67998886,135.16998291
"Kochi, JP",36.0,36.162534435261705,11.03581267217631,1.5926027397260272,71.47424657534248,54.409743589743584,0.015,33.56243515,133.53752136
"Kolkata, IN",110.87061994609164,0.0,0.0,0.0,0.0,0.0,0.109,22.56557274,88.37021637
"Konya, TR",88.45283018867924,0.0,0.0,0.0,0.0,0.0,0.08,37.87165833,32.49895859
"Košice, SK",57.79514824797844,57.515068493150686,22.6,2.6293150684931508,72.12027397260275,57.17777777777778,0.034,48.71710968,21.25978279
"Kraków, PL",61.80487804878049,0.0,0.0,0.0,0.0,0.0,0.04,50.05480957,19.927845
"Krasnoyarsk, RU",31.24728260869565,0.0,0.0,0.0,0.0,0.0,0.011,56.01005173,92.8526001
"Kryvyi Rih, UA",14.25,0.0,0.0,0.0,0.0,0.0,0.0,47.93434143,33.43420029
"Kumamoto, JP",43.118598382749326,43.11780821917808,14.2,1.908219178082192,71.43917808219177,64.43060344827586,0.02,32.80093002,130.70063782
"Kunming, CN",60.79245283018868,0.0,0.0,0.0,0.0,0.0,0.039,24.8800106,102.83296204
"Kyiv, UA",28.085324232081916,0.0,0.0,0.0,0.0,0.0,0.009,50.44974899,30.52371788
"Kyoto, JP",40.33692722371968,40.45205479452055,13.265753424657534,1.7747945205479452,73.8676712328767,71.49668049792531,0.018,35.10606003,135.72740173
"Köln, DE",36.23888888888889,0.0,0.0,0.0,0.0,0.0,0.015,50.94053268,6.9599061
