1691,Goettingen,Germany,1,51.5002,9.9507,167
01/06/2020,01:00,0.0,0.0,0.0,0.0,0

01/06/2020,02:00,0.0,0.0,0.0,0.0,0

01/06/2020,03:00,0.0,0.0,0.0,0.0,0

01/06/2020,04:00,0.0,0.0,0.0,0.0,0

01/06/2020,05:00,0.0,0.0,0.0,0.0,0

01/06/2020,06:00,0.0,0.0,0.0,0.0,0

01/06/2020,07:00,0.0,0.0,0.0,0.0,0

01/06/2020,08:00,0.0,0.0,0.0,0.0,0

01/06/2020,09:00,8.3334,23.148000000000003,14.8148,0.0,0

01/06/2020,10:00,24.7223,68.673,43.9506,0.0,0

01/06/2020,11:00,44.1667,122.6851,78.5186,0.0,0

01/06/2020,12:00,56.3888,156.636,100.2469,0.0,0

01/06/2020,13:00,59.4444,165.1236,105.6791,0.0,0

01/06/2020,14:00,46.3889,128.858,82.4692,0.0,0

01/06/2020,15:00,32.5,90.2778,57.7778,0.0,0

01/06/2020,16:00,4.1667,11.574000000000002,7.4073,0.0,0

01/06/2020,17:00,0.0,0.0,0.0,0.0,0

01/06/2020,18:00,0.0,0.0,0.0,0.0,0

01/06/2020,19:00,0.0,0.0,0.0,0.0,0

01/06/2020,20:00,0.0,0.0,0.0,0.0,0

01/06/2020,21:00,0.0,0.0,0.0,0.0,0

01/06/2020,22:00,0.0,0.0,0.0,0.0,0

01/06/2020,23:00,0.0,0.0,0.0,0.0,0

01/07/2020,00:00,0.0,0.0,0.0,0.0,0

01/07/2020,01:00,0.0,0.0,0.0,0.5,0

01/07/2020,02:00,0.0,0.0,0.0,0.92,0

01/07/2020,03:00,0.0,0.0,0.0,1.1,0

01/07/2020,04:00,0.0,0.0,0.0,1.12,0

01/07/2020,05:00,0.0,0.0,0.0,1.18,0

01/07/2020,06:00,0.0,0.0,0.0,1.55,0

01/07/2020,07:00,0.0,0.0,0.0,1.95,0

01/07/2020,08:00,0.0,0.0,0.0,2.12,0

01/07/2020,09:00,3.8889,10.8024,6.9136,2.45,0

01/07/2020,10:00,23.8889,66.3581,42.4691,3.13,0

01/07/2020,11:00,38.3335,106.4814,68.1481,3.88,0

01/07/2020,12:00,65.2778,181.3272,116.0493,4.52,0

01/07/2020,13:00,67.2223,186.7283,119.5063,5.1,0

01/07/2020,14:00,46.6667,129.6295,82.9631,5.2,0

01/07/2020,15:00,26.6666,74.0742,47.4074,5.38,0

01/07/2020,16:00,2.7778,7.716,4.9383,4.73,0

01/07/2020,17:00,0.0,0.0,0.0,4.62,0

01/07/2020,18:00,0.0,0.0,0.0,4.47,0

01/07/2020,19:00,0.0,0.0,0.0,3.72,0

01/07/2020,20:00,0.0,0.0,0.0,3.8,0

01/07/2020,21:00,0.0,0.0,0.0,4.67,0

01/07/2020,22:00,0.0,0.0,0.0,5.15,0

01/07/2020,23:00,0.0,0.0,0.0,5.4,0

01/08/2020,00:00,0.0,0.0,0.0,5.43,0

01/08/2020,01:00,0.0,0.0,0.0,5.98,0

01/08/2020,02:00,0.0,0.0,0.0,5.25,0

01/08/2020,03:00,0.0,0.0,0.0,5.58,0

01/08/2020,04:00,0.0,0.0,0.0,5.68,0

01/08/2020,05:00,0.0,0.0,0.0,5.82,0

01/08/2020,06:00,0.0,0.0,0.0,5.75,0

01/08/2020,07:00,0.0,0.0,0.0,5.32,0

01/08/2020,08:00,0.2778,0.7716,0.4938,5.32,0

01/08/2020,09:00,5.2778,14.6604,9.3828,5.25,0

01/08/2020,10:00,9.4445,26.2344,16.7901,5.47,0

01/08/2020,11:00,27.5001,76.3888,48.8889,5.93,0

01/08/2020,12:00,12.4999,34.7222,22.2223,6.55,0

01/08/2020,13:00,17.2222,47.8394,30.6173,7.0,0

01/08/2020,14:00,38.3333,106.4815,68.1483,7.63,0

01/08/2020,15:00,22.5,62.5,40.0,7.78,0

01/08/2020,16:00,0.2778,0.7716,0.4938,7.63,0

01/08/2020,17:00,0.0,0.0,0.0,7.67,0

01/08/2020,18:00,0.0,0.0,0.0,7.45,0

01/08/2020,19:00,0.0,0.0,0.0,7.52,0

01/08/2020,20:00,0.0,0.0,0.0,7.7,0

01/08/2020,21:00,0.0,0.0,0.0,7.63,0

01/08/2020,22:00,0.0,0.0,0.0,7.48,0

01/08/2020,23:00,0.0,0.0,0.0,7.47,0

01/09/2020,00:00,0.0,0.0,0.0,7.43,0

01/09/2020,01:00,0.0,0.0,0.0,7.47,0

01/09/2020,02:00,0.0,0.0,0.0,7.37,0

01/09/2020,03:00,0.0,0.0,0.0,7.35,0

01/09/2020,04:00,0.0,0.0,0.0,7.6,0

01/09/2020,05:00,0.0,0.0,0.0,7.72,0

01/09/2020,06:00,0.0,0.0,0.0,7.87,0

01/09/2020,07:00,0.0,0.0,0.0,8.4,0

01/09/2020,08:00,1.1111,3.0864,1.9753,8.73,0

01/09/2020,09:00,11.3889,31.6357,20.2469,8.95,0

01/09/2020,10:00,23.8889,66.3582,42.4692,9.25,0

01/09/2020,11:00,28.8889,80.247,51.358000000000004,9.57,0

01/09/2020,12:00,20.5555,57.099,36.5433,9.78,0

01/09/2020,13:00,20.2777,56.3273,36.0493,10.22,0

01/09/2020,14:00,18.611,51.6976,33.0864,10.53,0

01/09/2020,15:00,5.8334,16.2036,10.3704,10.72,0

01/09/2020,16:00,0.0,0.0,0.0,10.87,0

01/09/2020,17:00,0.0,0.0,0.0,10.85,0

01/09/2020,18:00,0.0,0.0,0.0,11.22,0

01/09/2020,19:00,0.0,0.0,0.0,11.5,0

01/09/2020,20:00,0.0,0.0,0.0,11.53,0

01/09/2020,21:00,0.0,0.0,0.0,11.02,0

01/09/2020,22:00,0.0,0.0,0.0,10.75,0

01/09/2020,23:00,0.0,0.0,0.0,10.77,0

01/10/2020,00:00,0.0,0.0,0.0,10.65,0

01/10/2020,01:00,0.0,0.0,0.0,10.5,0

01/10/2020,02:00,0.0,0.0,0.0,10.02,0

01/10/2020,03:00,0.0,0.0,0.0,9.73,0

01/10/2020,04:00,0.0,0.0,0.0,9.22,0

01/10/2020,05:00,0.0,0.0,0.0,9.23,0

01/10/2020,06:00,0.0,0.0,0.0,9.35,0

01/10/2020,07:00,0.0,0.0,0.0,9.18,0

01/10/2020,08:00,2.2223,6.1728,3.9507,8.5,0

01/10/2020,09:00,39.7223,110.3395,70.6174,8.15,0

01/10/2020,10:00,106.6667,296.2964,189.6297,9.22,0

01/10/2020,11:00,174.1666,483.7963,309.6297,9.8,0

01/10/2020,12:00,122.7778,341.0493,218.2715,9.78,0

01/10/2020,13:00,92.5,256.9444,164.4444,9.82,0

01/10/2020,14:00,27.4999,76.3889,48.8889,7.97,0

01/10/2020,15:00,28.3334,78.7037,50.3703,7.98,0

01/10/2020,16:00,1.1111,3.0864,1.9753,7.75,0

01/10/2020,17:00,0.0,0.0,0.0,7.58,0

01/10/2020,18:00,0.0,0.0,0.0,6.85,0

01/10/2020,19:00,0.0,0.0,0.0,5.93,0

01/10/2020,20:00,0.0,0.0,0.0,5.13,0

01/10/2020,21:00,0.0,0.0,0.0,4.87,0

01/10/2020,22:00,0.0,0.0,0.0,4.87,0

01/10/2020,23:00,0.0,0.0,0.0,4.67,0

01/11/2020,00:00,0.0,0.0,0.0,4.55,0

01/11/2020,01:00,0.0,0.0,0.0,4.33,0

01/11/2020,02:00,0.0,0.0,0.0,4.27,0

01/11/2020,03:00,0.0,0.0,0.0,3.88,0

01/11/2020,04:00,0.0,0.0,0.0,3.77,0

01/11/2020,05:00,0.0,0.0,0.0,3.58,0

01/11/2020,06:00,0.0,0.0,0.0,3.48,0

01/11/2020,07:00,0.0,0.0,0.0,3.47,0

01/11/2020,08:00,10.0001,27.7778,17.7777,2.57,0

01/11/2020,09:00,58.3333,162.0371,103.7038,3.15,0

01/11/2020,10:00,83.3333,231.4814,148.1482,4.13,0

01/11/2020,11:00,69.7222,193.6728,123.9507,5.47,0

01/11/2020,12:00,108.3333,300.926,192.5925,5.92,0

01/11/2020,13:00,141.6667,393.5184,251.8519,6.02,0

01/11/2020,14:00,110.5555,307.0988,196.5431,5.83,0

01/11/2020,15:00,57.7777,160.4939,102.7159,5.2,0

01/11/2020,16:00,4.7223,13.1172,8.3951,4.42,0

01/11/2020,17:00,0.0,0.0,0.0,3.73,0

01/11/2020,18:00,0.0,0.0,0.0,3.6,0

01/11/2020,19:00,0.0,0.0,0.0,3.65,0

01/11/2020,20:00,0.0,0.0,0.0,3.35,0

01/11/2020,21:00,0.0,0.0,0.0,3.22,0

01/11/2020,22:00,0.0,0.0,0.0,3.1,0

01/11/2020,23:00,0.0,0.0,0.0,2.22,0

01/12/2020,00:00,0.0,0.0,0.0,2.03,0

01/12/2020,01:00,0.0,0.0,0.0,1.88,0

01/12/2020,02:00,0.0,0.0,0.0,1.73,0

01/12/2020,03:00,0.0,0.0,0.0,1.95,0

01/12/2020,04:00,0.0,0.0,0.0,1.8,0

01/12/2020,05:00,0.0,0.0,0.0,1.37,0

01/12/2020,06:00,0.0,0.0,0.0,1.47,0

01/12/2020,07:00,0.0,0.0,0.0,1.22,0

01/12/2020,08:00,3.3333,9.2592,5.9259,1.65,0

01/12/2020,09:00,32.7777,91.0495,58.2716,2.1,0

01/12/2020,10:00,43.6113,121.14200000000001,77.5308,2.77,0

01/12/2020,11:00,90.8334,252.3148,161.4815,3.05,0

01/12/2020,12:00,157.7778,438.2716,280.4937,3.72,0

01/12/2020,13:00,137.2222,381.1728,243.9505,4.42,0

01/12/2020,14:00,67.7779,188.2716,120.4938,4.47,0

01/12/2020,15:00,9.1667,25.4629,16.2964,4.75,0

01/12/2020,16:00,0.2778,0.7716,0.4938,4.88,0

01/12/2020,17:00,0.0,0.0,0.0,4.83,0

01/12/2020,18:00,0.0,0.0,0.0,4.97,0

01/12/2020,19:00,0.0,0.0,0.0,5.12,0

01/12/2020,20:00,0.0,0.0,0.0,5.6,0

01/12/2020,21:00,0.0,0.0,0.0,5.73,0

01/12/2020,22:00,0.0,0.0,0.0,5.88,0

01/12/2020,23:00,0.0,0.0,0.0,5.92,0

01/13/2020,00:00,0.0,0.0,0.0,5.67,0

01/13/2020,01:00,0.0,0.0,0.0,5.58,0

01/13/2020,02:00,0.0,0.0,0.0,5.75,0

01/13/2020,03:00,0.0,0.0,0.0,5.55,0

01/13/2020,04:00,0.0,0.0,0.0,5.53,0

01/13/2020,05:00,0.0,0.0,0.0,5.67,0

01/13/2020,06:00,0.0,0.0,0.0,5.45,0

01/13/2020,07:00,0.0,0.0,0.0,4.12,0

01/13/2020,08:00,3.0555,8.4876,5.4321,4.72,0

01/13/2020,09:00,54.9999,152.7778,97.7778,5.22,0

01/13/2020,10:00,98.0556,272.3765,174.3211,5.77,0

01/13/2020,11:00,127.4998,354.1667,226.6666,6.4,0

01/13/2020,12:00,100.5557,279.3211,178.7654,6.7,0

01/13/2020,13:00,103.611,287.8084,184.1976,7.03,0

01/13/2020,14:00,87.2222,242.28400000000002,155.0615,6.67,0

01/13/2020,15:00,37.2222,103.3951,66.1728,6.0,0

01/13/2020,16:00,4.7223,13.1172,8.3951,5.87,0

01/13/2020,17:00,0.0,0.0,0.0,6.08,0

01/13/2020,18:00,0.0,0.0,0.0,6.1,0

01/13/2020,19:00,0.0,0.0,0.0,5.67,0

01/13/2020,20:00,0.0,0.0,0.0,5.35,0

01/13/2020,21:00,0.0,0.0,0.0,5.1,0

01/13/2020,22:00,0.0,0.0,0.0,4.73,0

01/13/2020,23:00,0.0,0.0,0.0,5.73,0

01/14/2020,00:00,0.0,0.0,0.0,5.75,0

01/14/2020,01:00,0.0,0.0,0.0,6.62,0

01/14/2020,02:00,0.0,0.0,0.0,7.12,0

01/14/2020,03:00,0.0,0.0,0.0,7.35,0

01/14/2020,04:00,0.0,0.0,0.0,7.52,0

01/14/2020,05:00,0.0,0.0,0.0,8.03,0

01/14/2020,06:00,0.0,0.0,0.0,8.37,0

01/14/2020,07:00,0.0,0.0,0.0,8.52,0

01/14/2020,08:00,4.4444,12.3456,7.9012,8.42,0

01/14/2020,09:00,52.5001,145.8334,93.3334,8.82,0

01/14/2020,10:00,74.4445,206.7901,132.3457,9.72,0

01/14/2020,11:00,69.9999,194.4445,124.4444,10.38,0

01/14/2020,12:00,93.0555,258.4877,165.4321,10.13,0

01/14/2020,13:00,134.4443,373.4568,239.0122,10.55,0

01/14/2020,14:00,94.4445,262.3457,167.9013,10.78,0

01/14/2020,15:00,33.8888,94.1359,60.2469,10.67,0

01/14/2020,16:00,3.8889,10.8024,6.9136,10.5,0

01/14/2020,17:00,0.0,0.0,0.0,10.47,0

01/14/2020,18:00,0.0,0.0,0.0,10.03,0

01/14/2020,19:00,0.0,0.0,0.0,9.88,0

01/14/2020,20:00,0.0,0.0,0.0,9.93,0

01/14/2020,21:00,0.0,0.0,0.0,10.55,0

01/14/2020,22:00,0.0,0.0,0.0,11.02,0

01/14/2020,23:00,0.0,0.0,0.0,11.13,0

01/15/2020,00:00,0.0,0.0,0.0,11.05,0

01/15/2020,01:00,0.0,0.0,0.0,11.42,0

01/15/2020,02:00,0.0,0.0,0.0,11.53,0

01/15/2020,03:00,0.0,0.0,0.0,11.63,0

01/15/2020,04:00,0.0,0.0,0.0,11.65,0

01/15/2020,05:00,0.0,0.0,0.0,10.62,0

01/15/2020,06:00,0.0,0.0,0.0,9.97,0

01/15/2020,07:00,0.0,0.0,0.0,9.85,0

01/15/2020,08:00,9.7222,27.0062,17.2839,10.02,0

01/15/2020,09:00,38.6111,107.25299999999999,68.6421,10.2,0

01/15/2020,10:00,46.6666,129.6295,82.9629,10.6,0

01/15/2020,11:00,57.2222,158.9508,101.7284,11.48,0

01/15/2020,12:00,85.2778,236.8828,151.6049,12.17,0

01/15/2020,13:00,89.1667,247.6852,158.5186,13.33,0

01/15/2020,14:00,73.8889,205.247,131.3581,12.83,0

01/15/2020,15:00,40.5555,112.6542,72.0988,12.08,0

01/15/2020,16:00,9.4445,26.2345,16.7902,11.17,0

01/15/2020,17:00,0.0,0.0,0.0,10.87,0

01/15/2020,18:00,0.0,0.0,0.0,11.07,0

01/15/2020,19:00,0.0,0.0,0.0,11.57,0

01/15/2020,20:00,0.0,0.0,0.0,11.88,0

01/15/2020,21:00,0.0,0.0,0.0,12.07,0

01/15/2020,22:00,0.0,0.0,0.0,11.53,0

01/15/2020,23:00,0.0,0.0,0.0,10.27,0

01/16/2020,00:00,0.0,0.0,0.0,10.12,0

01/16/2020,01:00,0.0,0.0,0.0,8.82,0

01/16/2020,02:00,0.0,0.0,0.0,7.88,0

01/16/2020,03:00,0.0,0.0,0.0,6.87,0

01/16/2020,04:00,0.0,0.0,0.0,4.78,0

01/16/2020,05:00,0.0,0.0,0.0,3.48,0

01/16/2020,06:00,0.0,0.0,0.0,2.67,0

01/16/2020,07:00,0.0,0.0,0.0,1.9,0

01/16/2020,08:00,8.6112,23.9197,15.3088,0.87,0

01/16/2020,09:00,36.6666,101.8518,65.1852,2.97,0

01/16/2020,10:00,55.2779,153.5493,98.2717,4.87,0

01/16/2020,11:00,124.7223,346.4507,221.7284,6.3,0

01/16/2020,12:00,128.8889,358.0247,229.1358,7.35,0

01/16/2020,13:00,83.6112,232.2531,148.6419,9.92,0

01/16/2020,14:00,53.8889,149.6915,95.8025,10.63,0

01/16/2020,15:00,37.5,104.1666,66.6667,10.13,0

01/16/2020,16:00,11.1112,30.8642,19.7531,8.83,0

01/16/2020,17:00,0.0,0.0,0.0,8.25,0

01/16/2020,18:00,0.0,0.0,0.0,7.27,0

01/16/2020,19:00,0.0,0.0,0.0,6.07,0

01/16/2020,20:00,0.0,0.0,0.0,5.97,0

01/16/2020,21:00,0.0,0.0,0.0,4.8,0

01/16/2020,22:00,0.0,0.0,0.0,4.38,0

01/16/2020,23:00,0.0,0.0,0.0,3.75,0

01/17/2020,00:00,0.0,0.0,0.0,5.35,0

01/17/2020,01:00,0.0,0.0,0.0,5.72,0

01/17/2020,02:00,0.0,0.0,0.0,5.35,0

01/17/2020,03:00,0.0,0.0,0.0,3.77,0

01/17/2020,04:00,0.0,0.0,0.0,2.7,0

01/17/2020,05:00,0.0,0.0,0.0,1.97,0

01/17/2020,06:00,0.0,0.0,0.0,1.3,0

01/17/2020,07:00,0.0,0.0,0.0,1.87,0

01/17/2020,08:00,10.5555,29.320999999999998,18.7654,1.42,0

01/17/2020,09:00,38.611,107.25299999999999,68.642,3.03,0

01/17/2020,10:00,52.2223,145.0618,92.8395,6.77,0

01/17/2020,11:00,61.1112,169.7532,108.6419,8.15,0

01/17/2020,12:00,63.6113,176.6976,113.0863,8.95,0

01/17/2020,13:00,68.6112,190.5864,121.9752,9.52,0

01/17/2020,14:00,77.2222,214.5063,137.284,9.52,0

01/17/2020,15:00,40.2778,111.8827,71.6049,8.73,0

01/17/2020,16:00,0.2778,0.7716,0.4938,9.33,0

01/17/2020,17:00,0.0,0.0,0.0,8.93,0

01/17/2020,18:00,0.0,0.0,0.0,8.85,0

01/17/2020,19:00,0.0,0.0,0.0,8.13,0

01/17/2020,20:00,0.0,0.0,0.0,7.57,0

01/17/2020,21:00,0.0,0.0,0.0,7.28,0

01/17/2020,22:00,0.0,0.0,0.0,6.48,0

01/17/2020,23:00,0.0,0.0,0.0,6.5,0

01/18/2020,00:00,0.0,0.0,0.0,6.02,0

01/18/2020,01:00,0.0,0.0,0.0,5.75,0

01/18/2020,02:00,0.0,0.0,0.0,5.37,0

01/18/2020,03:00,0.0,0.0,0.0,4.92,0

01/18/2020,04:00,0.0,0.0,0.0,3.47,0

01/18/2020,05:00,0.0,0.0,0.0,2.73,0

01/18/2020,06:00,0.0,0.0,0.0,3.05,0

01/18/2020,07:00,0.0,0.0,0.0,3.38,0

01/18/2020,08:00,9.7223,27.0061,17.284000000000002,4.03,0

01/18/2020,09:00,62.5,173.6111,111.1111,4.25,0

01/18/2020,10:00,86.9444,241.5125,154.5679,4.62,0

01/18/2020,11:00,99.7222,277.0061,177.2839,4.78,0

01/18/2020,12:00,123.0556,341.8212,218.7654,5.53,0

01/18/2020,13:00,126.111,350.3085,224.1975,5.73,0

01/18/2020,14:00,55.0,152.7778,97.7778,4.52,0

01/18/2020,15:00,35.8334,99.5371,63.7037,4.35,0

01/18/2020,16:00,8.3334,23.1481,14.8148,4.17,0

01/18/2020,17:00,0.0,0.0,0.0,3.45,0

01/18/2020,18:00,0.0,0.0,0.0,2.92,0

01/18/2020,19:00,0.0,0.0,0.0,2.82,0

01/18/2020,20:00,0.0,0.0,0.0,2.28,0

01/18/2020,21:00,0.0,0.0,0.0,2.55,0

01/18/2020,22:00,0.0,0.0,0.0,1.92,0

01/18/2020,23:00,0.0,0.0,0.0,2.32,0

01/19/2020,00:00,0.0,0.0,0.0,2.55,0

01/19/2020,01:00,0.0,0.0,0.0,2.85,0

01/19/2020,02:00,0.0,0.0,0.0,2.73,0

01/19/2020,03:00,0.0,0.0,0.0,2.17,0

01/19/2020,04:00,0.0,0.0,0.0,2.17,0

01/19/2020,05:00,0.0,0.0,0.0,2.47,0

01/19/2020,06:00,0.0,0.0,0.0,2.5,0

01/19/2020,07:00,0.0,0.0,0.0,2.35,0

01/19/2020,08:00,0.2778,0.7716,0.4938,2.48,0

01/19/2020,09:00,26.6667,74.0741,47.4073,2.77,0

01/19/2020,10:00,58.3333,162.0369,103.7036,3.2,0

01/19/2020,11:00,70.2778,195.2161,124.9382,3.5,0

01/19/2020,12:00,113.0555,314.0432,200.9876,4.08,0

01/19/2020,13:00,59.7223,165.8951,106.1728,4.02,0

01/19/2020,14:00,76.389,212.1913,135.8024,4.45,0

01/19/2020,15:00,16.9444,47.0679,30.1235,4.23,0

01/19/2020,16:00,0.8334,2.3148,1.4815,3.88,0

01/19/2020,17:00,0.0,0.0,0.0,3.8,0

01/19/2020,18:00,0.0,0.0,0.0,3.9,0

01/19/2020,19:00,0.0,0.0,0.0,3.75,0

01/19/2020,20:00,0.0,0.0,0.0,3.3,0

01/19/2020,21:00,0.0,0.0,0.0,2.05,0

01/19/2020,22:00,0.0,0.0,0.0,0.75,0

01/19/2020,23:00,0.0,0.0,0.0,1.43,0

01/20/2020,00:00,0.0,0.0,0.0,1.73,0

01/20/2020,01:00,0.0,0.0,0.0,1.9,0

01/20/2020,02:00,0.0,0.0,0.0,1.95,0

01/20/2020,03:00,0.0,0.0,0.0,2.08,0

01/20/2020,04:00,0.0,0.0,0.0,1.72,0

01/20/2020,05:00,0.0,0.0,0.0,1.45,0

01/20/2020,06:00,0.0,0.0,0.0,1.7,0

01/20/2020,07:00,0.0,0.0,0.0,1.35,0

01/20/2020,08:00,10.8333,30.0926,19.2592,1.62,0

01/20/2020,09:00,70.5555,195.9876,125.4321,2.67,0

01/20/2020,10:00,134.7222,374.2285,239.5061,3.48,0

01/20/2020,11:00,185.8334,516.2036,330.3704,4.62,0

01/20/2020,12:00,131.3888,364.9691,233.5802,5.5,0

01/20/2020,13:00,140.2778,389.6606,249.3828,5.98,0

01/20/2020,14:00,109.4445,304.0123,194.5679,5.98,0

01/20/2020,15:00,50.8333,141.2038,90.3704,5.92,0

01/20/2020,16:00,10.5556,29.3209,18.7654,4.53,0

01/20/2020,17:00,0.0,0.0,0.0,1.33,0

01/20/2020,18:00,0.0,0.0,0.0,0.53,0

01/20/2020,19:00,0.0,0.0,0.0,-0.4,0

01/20/2020,20:00,0.0,0.0,0.0,-0.77,0

01/20/2020,21:00,0.0,0.0,0.0,-1.57,0

01/20/2020,22:00,0.0,0.0,0.0,-1.68,0

01/20/2020,23:00,0.0,0.0,0.0,-1.83,0

01/21/2020,00:00,0.0,0.0,0.0,-2.83,0

01/21/2020,01:00,0.0,0.0,0.0,-3.05,0

01/21/2020,02:00,0.0,0.0,0.0,-3.0,0

01/21/2020,03:00,0.0,0.0,0.0,-3.52,0

01/21/2020,04:00,0.0,0.0,0.0,-3.42,0

01/21/2020,05:00,0.0,0.0,0.0,-3.6,0

01/21/2020,06:00,0.0,0.0,0.0,-4.15,0

01/21/2020,07:00,0.0,0.0,0.0,-4.43,0

01/21/2020,08:00,11.6666,32.4074,20.7407,-4.35,0

01/21/2020,09:00,44.4445,123.4567,79.0124,-3.33,0

01/21/2020,10:00,61.9445,172.06799999999998,110.1235,-1.43,0

01/21/2020,11:00,66.3888,184.4136,118.0248,0.37,0

01/21/2020,12:00,65.0,180.5556,115.5556,1.97,0

01/21/2020,13:00,58.8888,163.5804,104.6914,3.5,0

01/21/2020,14:00,53.3334,148.1483,94.8148,4.48,0

01/21/2020,15:00,41.1112,114.1974,73.0865,3.93,0

01/21/2020,16:00,14.7222,40.8951,26.1729,2.08,0

01/21/2020,17:00,0.0,0.0,0.0,0.42,0

01/21/2020,18:00,0.0,0.0,0.0,-1.3,0

01/21/2020,19:00,0.0,0.0,0.0,-1.27,0

01/21/2020,20:00,0.0,0.0,0.0,-1.83,0

01/21/2020,21:00,0.0,0.0,0.0,-2.25,0

01/21/2020,22:00,0.0,0.0,0.0,-2.4,0

01/21/2020,23:00,0.0,0.0,0.0,-3.15,0

01/22/2020,00:00,0.0,0.0,0.0,-3.23,0

01/22/2020,01:00,0.0,0.0,0.0,-3.78,0

01/22/2020,02:00,0.0,0.0,0.0,-4.4,0

01/22/2020,03:00,0.0,0.0,0.0,-4.35,0

01/22/2020,04:00,0.0,0.0,0.0,-4.17,0

01/22/2020,05:00,0.0,0.0,0.0,-3.13,0

01/22/2020,06:00,0.0,0.0,0.0,-1.83,0

01/22/2020,07:00,0.0,0.0,0.0,-1.02,0

01/22/2020,08:00,4.4445,12.3456,7.9012,-0.05,0

01/22/2020,09:00,19.1667,53.2407,34.0741,0.4,0

01/22/2020,10:00,37.7778,104.9382,67.1605,0.67,0

01/22/2020,11:00,45.5554,126.5432,80.9876,0.88,0

01/22/2020,12:00,58.3332,162.0369,103.7037,0.92,0

